Procainamide,80190,CPT,,,36.12,36.12,,
Toxoplasm Ab (Igg),86777,CPT,,,47.61,47.61,,
Toxoplasm Ab (Igm),86778,CPT,,,248.0,248.0,,
Urine Volume Measurement,81050,CPT,,,37.76,37.76,,
5 Hiaa,83497,CPT,,,38.7,38.7,,
Respiratory Virus 12-25 Targ,87633,CPT,,,450.0,450.0,,
Hemoglobin,85018,CPT,,,7.32,7.32,,
Sed Rate (Manual),85651,CPT,,,114.45,114.45,,
Occult Blood- Other Sources,82271,CPT,,,55.52,55.52,,
Fungus/Yeast Identification,87106,CPT,,,195.0,195.0,,
Eos Smear (Urine),87205,CPT,,,98.82,98.82,,
Heparin Induced Antibody,86022,CPT,,,647.35,647.35,,
"Albumin, Fluid",82042,CPT,,,22.62,22.62,,
Protein-Electrophor-Serum,84165,CPT,,,177.66,177.66,,
Protein-Electrophor-Oth Fluid,84166,CPT,,,108.0,108.0,,
Immunofix Electrophor-Serum,86334,CPT,,,210.97,210.97,,
Immunofix Electrophor-Fluid,86335,CPT,,,108.0,108.0,,
Column Chromatog/Mass Spect Qt,82542,CPT,,,645.0,645.0,,
Anti Proteinase-3,86255,CPT,,,264.27,264.27,,
Vitamin B6 Level,84207,CPT,,,208.75,208.75,,
Vitamin C (Ascorbic Acid),82180,CPT,,,91.05,91.05,,
Vitamin A Level,84590,CPT,,,123.25,123.25,,
Culture- Tissue,87070,CPT,,,672.89,672.89,,
Culture- Respiratory,87070,CPT,,,195.3,195.3,,
Culture Yeast Only,87101,CPT,,,28.92,28.92,,
Thromboplastin Substitution,85732,CPT,,,30.0,30.0,,
Fluorescent Antibody Titer,86256,CPT,,,102.9,102.9,,
Cardiolipin Antibody,86147,CPT,,,185.85,185.85,,
Culture Fungus Blood,87103,CPT,,,263.2,263.2,,
Suscept Study Agar(Estrip,87181,CPT,,,150.0,150.0,,
Drug Test Prsmv Chem Anlyzr,80307,CPT,,,252.0,252.0,,
Gi Pathogen 12-25 Targets,87507,CPT,,,585.0,585.0,,
Creatinine Random Urine,82570,CPT,,,82.17,82.17,,
Phosphorous Urine,84105,CPT,,,6.0,6.0,,
Protein Urine,84156,CPT,,,128.8,128.8,,
Somatomedin,84305,CPT,,,71.58,71.58,,
Hepatitis C Virus Ab Rna,87522,CPT,,,222.0,222.0,,
Metabolic Panel Total Ca,80048,CPT,,,179.55,179.55,,
Comprehen Metabolic Panel,80053,CPT,,,249.9,249.9,,
Renal Function Panel,80069,CPT,,,325.5,325.5,,
Influenza A Ab,86710,CPT,,,29.67,29.67,,
Influenza B Ab,86710,CPT,,,24.45,24.45,,
Hepb Core Ab Igm (Hbcigm),86705,CPT,,,278.7,278.7,,
C Difficile Toxin A/B,87324,CPT,,,24.69,24.69,,
Amplified Probe Tech Ea Org,87798,CPT,,,567.3,567.3,,
C Difficile Amp Probe,87493,CPT,,,555.0,555.0,,
Therap Drug Assay Quant Nec,80299,CPT,,,317.47,317.47,,
Procalcitonin,84145,CPT,,,343.51,343.51,,
17-Hydroxypregnenolone,84143,CPT,,,94.0,94.0,,
17 Oh Progesterone 17-D,83498,CPT,,,243.49,243.49,,
Igg Subclasses (Each),82787,CPT,,,241.4,241.4,,
"Culture, Group A Strep Scr",87081,CPT,,,214.17,214.17,,
"Allergen, Ige",86003,CPT,,,150.28,150.28,,
Acetycholine Receptor Ab,84238,CPT,,,342.01,342.01,,
Beta 2 Microglobulin,82232,CPT,,,241.04,241.04,,
Varicella Zoster Antibody,86787,CPT,,,208.57,208.57,,
Gammaglobulin Igm,82784,CPT,,,217.54,217.54,,
"Aerobic Culture, Quant",87071,CPT,,,284.38,284.38,,
Abo Blood Typing,86900,CPT,,,183.53,183.53,,
Rh Blood Typing,86901,CPT,,,137.24,137.24,,
Purkinje Cell Cytoplasma,86255,CPT,,,328.49,328.49,,
"Hcg Serum, Qualitative",84703,CPT,,,260.37,260.37,,
"Hcg Serum, Quantitative",84702,CPT,,,398.63,398.63,,
Lipid Panel,80061,CPT,,,335.38,335.38,,
Antidiuretic Hormone,84588,CPT,,,317.73,317.73,,
Citrate,82507,CPT,,,276.28,276.28,,
Acetone Serum Qual.,82009,CPT,,,101.82,101.82,,
*Basic Metabolic Profile,80048,CPT,,,555.69,555.69,,
Analgesics Non-Opiod 1-2,80329,CPT,,,175.33,175.33,,
Analgesics Non-Opiod 3-5,80330,CPT,,,423.0,423.0,,
Analgesics Non-Opiod 6+,80331,CPT,,,10.0,10.0,,
"Acid Phos, Prostatic",84066,CPT,,,71.02,71.02,,
Acid Phos Serum Total,84060,CPT,,,304.38,304.38,,
Activated Protein C Resistance,85307,CPT,,,366.18,366.18,,
Acth,82024,CPT,,,477.47,477.47,,
Haloperidol,80173,CPT,,,105.55,105.55,,
Gm1 Antibodies,83520,CPT,,,311.63,311.63,,
Aldolase,82085,CPT,,,131.41,131.41,,
Niacin Level,84591,CPT,,,192.76,192.76,,
Porphyrins Stool,84126,CPT,,,75.0,75.0,,
Acid Fast Bacilli Smear,87206,CPT,,,183.16,183.16,,
Factor V (Leiden) Mutation,81241,CPT,,,625.37,625.37,,
Achr Binding Ab Serum,83519,CPT,,,432.11,432.11,,
Achr Blocking Ab Serum,83519,CPT,,,432.11,432.11,,
Achr Modulating Ab Serum,83519,CPT,,,432.11,432.11,,
Albumin Serum,82040,CPT,,,146.88,146.88,,
Alcohol Biomarkers 1 Or 2,80321,CPT,,,266.59,266.59,,
Aspergillus Fumigatus,86606,CPT,,,150.08,150.08,,
Nk (Natl Killr) Cells Total,86357,CPT,,,273.5,273.5,,
Mononuc Cell Ag Quant Ea Ag,86356,CPT,,,268.85,268.85,,
Eval Irreg Ab Interp,86077,CPT,,,80.05,80.05,,
P-Anca Atypical Titer,86256,CPT,,,235.95,235.95,,
Perinuclear Ab Titer,86256,CPT,,,235.95,235.95,,
"Alpha-Fetoprotein, Serum",82105,CPT,,,267.1,267.1,,
Aldosterone Serum,82088,CPT,,,381.86,381.86,,
Alpha I Antitrypsin Level,82103,CPT,,,251.19,251.19,,
Alpha I Antitrypsin Pheno,82104,CPT,,,227.24,227.24,,
"Alkaline Phosphatase, Total",84075,CPT,,,159.94,159.94,,
Alpha 2 Antiplasmin,85410,CPT,,,218.04,218.04,,
Aspergillus Flavus,86606,CPT,,,150.08,150.08,,
Aspergillus Niger,86606,CPT,,,150.08,150.08,,
Clotest,87081,CPT,,,214.17,214.17,,
Antidepressants Tricyc 1-2,80335,CPT,,,157.95,157.95,,
Antidepressants Tricyc 6+,80337,CPT,,,10.0,10.0,,
Antiepileptics Nos 1-3,80339,CPT,,,569.0,569.0,,
Anti-Platelet Ib/Ix Ab,86022,CPT,,,524.91,524.91,,
Anti-Platelet Ia/Iia Ab,86022,CPT,,,524.91,524.91,,
Amikacin,80150,CPT,,,281.46,281.46,,
Urinalysis Nonauto W/O Microsc,81002,CPT,,,43.85,43.85,,
Amiodarone,80299,CPT,,,317.47,317.47,,
Beta Hydroxybutyrate,82010,CPT,,,167.96,167.96,,
Ca 27.29,86300,CPT,,,311.96,311.96,,
Ristocetin Co Factor,85245,CPT,,,390.88,390.88,,
Von Willebrand Antigen,85246,CPT,,,325.5,325.5,,
Ammonia,82140,CPT,,,259.79,259.79,,
Von Willebrand Factor Multimet,85247,CPT,,,375.15,375.15,,
Antidepressants Sero 1-2,80332,CPT,,,183.0,183.0,,
Lipoprotein Electrophoresis,82664,CPT,,,272.27,272.27,,
Abg Analysis,82803,CPT,,,514.32,514.32,,
Anti-Platelet Iib/Iia Ab,86022,CPT,,,524.91,524.91,,
Hantavirus Igg,86790,CPT,,,159.99,159.99,,
Hantavirus Igm,86790,CPT,,,159.99,159.99,,
Amylase,82150,CPT,,,251.17,251.17,,
Dna Single Strand Antibody,86226,CPT,,,302.21,302.21,,
Strongyliodes Antibody,86682,CPT,,,174.0,174.0,,
Ttg Tissuetransglutaminase Igg,83516,CPT,,,223.52,223.52,,
Treponema Pallidum Antibody,86780,CPT,,,160.7,160.7,,
Amylase Urine,82150,CPT,,,251.17,251.17,,
Free Kappa Lt Chains S,83883,CPT,,,187.16,187.16,,
Free Lambda Lt Chains S,83883,CPT,,,187.16,187.16,,
Hdl (Direct),83718,CPT,,,186.71,186.71,,
Ana Screen,86038,CPT,,,242.19,242.19,,
Posaconazole,80299,CPT,,,317.47,317.47,,
Bk Virus Pcr Qnt,87799,CPT,,,636.95,636.95,,
Human Herpes Virus 6 Pcr,87532,CPT,,,577.21,577.21,,
Cortisol Baseline,82533,CPT,,,291.73,291.73,,
Cortisol 1 Hour Post Dose,82533,CPT,,,291.73,291.73,,
Influenza A Antigen,87804,CPT,,,150.19,150.19,,
Influenza B Antigen,87804,CPT,,,150.19,150.19,,
Tetanus Antibody,86317,CPT,,,262.34,262.34,,
Diptheria Antibody,86317,CPT,,,262.34,262.34,,
Ana Titer,86039,CPT,,,268.42,268.42,,
Uric Acid Urine,84560,CPT,,,145.07,145.07,,
Hsv 1 By Pcr,87529,CPT,,,501.69,501.69,,
Hsv 2 By Pcr,87529,CPT,,,501.69,501.69,,
Vzv Qn Pcr,87798,CPT,,,421.58,421.58,,
Androstenedione Level,82157,CPT,,,204.33,204.33,,
Legionella Pneumophilia,87541,CPT,,,268.01,268.01,,
Angiotensin Convert Enzyme,82164,CPT,,,240.76,240.76,,
Itraconazole Serum/Plasma,80299,CPT,,,317.47,317.47,,
Jc Virus Dna Pcr (Whole Blood),87798,CPT,,,421.58,421.58,,
Covid-19 Coronavirus,87635,CPT,,,160.43,160.43,,
Covid-19 Antibody Igm,86769,CPT,,,127.11,127.11,,
Covid-19 Antibody Igg,86769,CPT,,,127.11,127.11,,
Covid-19 Antibody Iga,86769,CPT,,,127.11,127.11,,
"Sars Cov-2 Ab, Qual",86769,CPT,,,127.11,127.11,,
Sars-Cov-2 Naa Unit Performed,87635,CPT,,,160.43,160.43,,
Antibody Cysticercosis,86682,CPT,,,174.0,174.0,,
Antibody Ident Ea Panel,86870,CPT,,,640.67,640.67,,
Antibody Screen,86850,CPT,,,246.05,246.05,,
Anti Neutrophilic Antibody,86255,CPT,,,328.49,328.49,,
Anti-Dna Antibody,86225,CPT,,,259.68,259.68,,
Anti-Mitochondrial Antib,86255,CPT,,,328.49,328.49,,
Anti-Smooth Muscle Antibody,86255,CPT,,,328.49,328.49,,
Anti-Platelet Antib,86022,CPT,,,524.91,524.91,,
Anti-Thyroglobin,86800,CPT,,,182.6,182.6,,
Antithrombin Iii,85300,CPT,,,383.53,383.53,,
Plasminogen Activator,85415,CPT,,,259.97,259.97,,
Protein C Activity,85303,CPT,,,414.26,414.26,,
Protein S Antigen (Total),85305,CPT,,,391.15,391.15,,
Thromboplastin Inhibition,85705,CPT,,,126.35,126.35,,
Protein C Antigen,85302,CPT,,,346.75,346.75,,
Cryptococcus Antigen Serum,87899,CPT,,,216.22,216.22,,
Parasite Id - Skin Scraping,87169,CPT,,,54.24,54.24,,
C Difficile Antigen,87449,CPT,,,231.48,231.48,,
Candida Dna Amp Probe,87481,CPT,,,193.82,193.82,,
Hep C Genotype Dna/Rna,87902,CPT,,,1273.98,1273.98,,
Influenza A&B,86710,CPT,,,115.26,115.26,,
Bnp (B Natriuretic Peptide),83880,CPT,,,416.15,416.15,,
Nt-Pro Bnp,83880,CPT,,,416.15,416.15,,
Infect Agent Amp Probe Tech,87899,CPT,,,216.22,216.22,,
C Auris Screen,87481,CPT,,,193.82,193.82,,
Anti Strep O Screen,86063,CPT,,,176.29,176.29,,
Anti Strep O Titer,86060,CPT,,,162.4,162.4,,
Infect Agent Phenotyp Add Hiv1,87904,CPT,,,390.0,390.0,,
Infect Agent Phenotype Hiv1,87903,CPT,,,1911.0,1911.0,,
Hiv Genotype Dna/Rna,87901,CPT,,,1033.28,1033.28,,
Donor Specific Hla Ab Class 1,86832,CPT,,,1030.19,1030.19,,
Donor Specific Hla Ab Class 2,86833,CPT,,,973.04,973.04,,
Hiv-1 Probe&Reverse Transcript,87535,CPT,,,754.11,754.11,,
Bilirubin Direct,82248,CPT,,,157.56,157.56,,
Bilirubin Total,82247,CPT,,,155.17,155.17,,
Donor Spec Ag Class 1,86807,CPT,,,631.0,631.0,,
Donor Spec Ag Class 2,86807,CPT,,,631.0,631.0,,
Bleeding Time,85002,CPT,,,158.17,158.17,,
Reticulated Plt Assay,85055,CPT,,,151.39,151.39,,
Coagulation Time Activated,85347,CPT,,,213.07,213.07,,
Tetanus Ab Igg,86774,CPT,,,197.81,197.81,,
Prostate Specific Atg (Free),84154,CPT,,,222.7,222.7,,
Bun (Ureanitrogen),84520,CPT,,,140.89,140.89,,
Nephelometry,83883,CPT,,,187.16,187.16,,
Inf Ag Det By Ia Influenza,87804,CPT,,,150.19,150.19,,
Crp (High Sensitivity),86141,CPT,,,182.58,182.58,,
Ca 15-3,86300,CPT,,,311.96,311.96,,
Anti Centromere Antibody,86039,CPT,,,268.42,268.42,,
Anti Rna Pol-3,83520,CPT,,,311.63,311.63,,
Ca 125 Antibody,86304,CPT,,,338.17,338.17,,
Calcitonin,82308,CPT,,,383.89,383.89,,
Calcium Serum,82310,CPT,,,166.14,166.14,,
Calcium (Ionized),82330,CPT,,,284.87,284.87,,
Candida Ab,86628,CPT,,,235.74,235.74,,
Carboxyhemoglobin,82375,CPT,,,269.61,269.61,,
Carcinoembryonic-(Cea),82378,CPT,,,320.71,320.71,,
Carotene Blood Level,82380,CPT,,,106.13,106.13,,
Catecholamines Plasma,82383,CPT,,,287.96,287.96,,
Catecholamines Blood Fract,82384,CPT,,,324.24,324.24,,
Acth Stimulation Panel,80400,CPT,,,562.86,562.86,,
"Cbc, W/ Auto Diff",85025,CPT,,,214.61,214.61,,
Beta 2 Glycoprotein Ab,86146,CPT,,,167.17,167.17,,
Levitiracetam,80177,CPT,,,233.73,233.73,,
Trypsin,83519,CPT,,,432.11,432.11,,
E Histolytica-Eia,87337,CPT,,,120.21,120.21,,
Cell Count Fluids W/O Diff,89050,CPT,,,166.49,166.49,,
Cell Count Fluids W/ Diff,89051,CPT,,,259.71,259.71,,
Ceruloplasmin,82390,CPT,,,176.62,176.62,,
Ch50 Total Complement,86162,CPT,,,291.69,291.69,,
"Gammaglobulin Igd, Fluid",82784,CPT,,,217.54,217.54,,
"Gammaglobulin Igd, Serum",82784,CPT,,,217.54,217.54,,
"Gammaglobulin Igd, Urine",82784,CPT,,,217.54,217.54,,
Elastase Pancreatic(El-1)Fecal,82656,CPT,,,559.81,559.81,,
M Tuberculosis Dna Amp Probe,87556,CPT,,,598.29,598.29,,
Sex Hormone Binding Globulin,84270,CPT,,,200.2,200.2,,
Ketosteroids(17-Ks) Fraction,83593,CPT,,,382.0,382.0,,
Cult Typ Dna Amp Probe Ea Org,87150,CPT,,,314.48,314.48,,
Igfbp-3,83520,CPT,,,311.63,311.63,,
Microalbumin 24 Hour Urine,82043,CPT,,,146.01,146.01,,
Microalbumin/Creatinine Ratio,82043,CPT,,,146.01,146.01,,
Chlamydia (Elisa),87320,CPT,,,279.0,279.0,,
Chlamydia Dna Probe (Direct),87490,CPT,,,284.55,284.55,,
Chlamydia Trachomatis(Amp),87491,CPT,,,320.66,320.66,,
Lipoproteins Fraction,83701,CPT,,,186.8,186.8,,
Lipoprotein Particle Quant,83704,CPT,,,182.19,182.19,,
Chloride Blood,82435,CPT,,,157.23,157.23,,
Cholesterol (Total),82465,CPT,,,134.5,134.5,,
Cholesterol - Direct Ldl Chool,83721,CPT,,,169.55,169.55,,
Cholinesterase,82480,CPT,,,120.76,120.76,,
Clot Retraction,85170,CPT,,,52.0,52.0,,
Clot Time Lysis,85175,CPT,,,164.6,164.6,,
Clozapine/Clozaril,80159,CPT,,,116.8,116.8,,
Cmv Igm Antibody,86645,CPT,,,264.03,264.03,,
Cmv Igg Antibody,86644,CPT,,,281.82,281.82,,
C02 Content,82374,CPT,,,176.97,176.97,,
Clotting Factor Viii,85240,CPT,,,424.88,424.88,,
Clotting Function Activity,85397,CPT,,,352.86,352.86,,
Cold Agglutinin,86156,CPT,,,174.94,174.94,,
Complement C-3,86160,CPT,,,272.28,272.28,,
Complement C-4,86160,CPT,,,272.28,272.28,,
Complement Fixation Ea Antigen,86171,CPT,,,622.23,622.23,,
"Coombs Indirect, Qual",86885,CPT,,,265.27,265.27,,
Tegretol-Free,80157,CPT,,,168.83,168.83,,
Copper,82525,CPT,,,176.34,176.34,,
Cortisol Total,82533,CPT,,,291.73,291.73,,
T Cells Cd4 & Cd8 W/Ratio,86360,CPT,,,477.24,477.24,,
Saccharomyces Cerevisiae Ab,86671,CPT,,,235.34,235.34,,
"Antibody Id, Leukocyte",86021,CPT,,,325.05,325.05,,
Bordetella Pertussis Ab,86615,CPT,,,141.37,141.37,,
Oxcarbazepine (Trileptal),80183,CPT,,,170.92,170.92,,
Sed Rate (Auto),85652,CPT,,,126.45,126.45,,
Tissue Transglutaminase Ab,83516,CPT,,,223.52,223.52,,
Tissue Homogenization,87176,CPT,,,107.76,107.76,,
Histamine Urine 24Hr,83088,CPT,,,240.63,240.63,,
Creatinine Urine 24Hr,82570,CPT,,,138.36,138.36,,
Vasoactive Intestinal Peptide,84586,CPT,,,327.85,327.85,,
Gastric Parietal Cell Ab,83516,CPT,,,223.52,223.52,,
Platelet Factor 4,83520,CPT,,,311.63,311.63,,
C-Peptide,84681,CPT,,,230.18,230.18,,
Cpk-Total,82550,CPT,,,203.59,203.59,,
Cpk Isoenzymes,82552,CPT,,,223.18,223.18,,
Cpk-Mb,82553,CPT,,,265.19,265.19,,
"Creatinine, Blood",82565,CPT,,,164.52,164.52,,
Creatinine Clearance,82575,CPT,,,294.85,294.85,,
Creatine,82540,CPT,,,113.85,113.85,,
Immediate Spin Crossmatch,86920,CPT,,,303.97,303.97,,
C-Reactive Protein,86140,CPT,,,158.53,158.53,,
Reptilase Time Test,85635,CPT,,,107.62,107.62,,
Quantiferon Tb Gold,86480,CPT,,,436.68,436.68,,
Tb Ag Response T Cell Susp,86481,CPT,,,471.15,471.15,,
Cryptococcus Ab,86641,CPT,,,167.16,167.16,,
Cryptococcus Antigen (Csf),87327,CPT,,,155.43,155.43,,
Pregabalin,80299,CPT,,,317.47,317.47,,
Cryptosporidium Antigen,87328,CPT,,,186.17,186.17,,
"Glucose, Body Fluid",82945,CPT,,,148.77,148.77,,
Culture-Fungus-Other Source,87102,CPT,,,339.14,339.14,,
Culture Mycoplasma Any Source,87109,CPT,,,153.96,153.96,,
Culture-Routine,87070,CPT,,,274.28,274.28,,
Aerobic Organism Id,87077,CPT,,,343.56,343.56,,
Culture Anaerobic,87075,CPT,,,388.67,388.67,,
Culture Blood,87040,CPT,,,331.9,331.9,,
C. Diff. Culture (Stool),87075,CPT,,,388.67,388.67,,
Culture Campy,87046,CPT,,,121.22,121.22,,
"Culture, Cath-Tip",87070,CPT,,,274.28,274.28,,
Culture Mycobact Ea Isol,87118,CPT,,,311.03,311.03,,
Culture Chlamydia,87110,CPT,,,132.67,132.67,,
Culture Viral,87252,CPT,,,526.89,526.89,,
Culture Csf,87070,CPT,,,274.28,274.28,,
Culture Gc,87081,CPT,,,214.17,214.17,,
Culture Grp & Typ Aggl,87147,CPT,,,125.08,125.08,,
Culture Nares,87070,CPT,,,274.28,274.28,,
Culture Kpc Screen,87081,CPT,,,214.17,214.17,,
Culture Screen Mrsa,87081,CPT,,,214.17,214.17,,
Culture Screen Acinetobacter,87081,CPT,,,214.17,214.17,,
Culture Sputum,87070,CPT,,,274.28,274.28,,
Culture Stool,87045,CPT,,,318.31,318.31,,
Culture Vre Screen,87081,CPT,,,214.17,214.17,,
Culture Throat,87070,CPT,,,274.28,274.28,,
Culture Wound,87070,CPT,,,274.28,274.28,,
Culture Urine,87088,CPT,,,202.31,202.31,,
Culture Urine W/Colony Count,87086,CPT,,,233.61,233.61,,
Anti-Platelet Antibody-Direct,86023,CPT,,,189.23,189.23,,
Cyclosporine,80158,CPT,,,420.73,420.73,,
Coag Time Other Method,85348,CPT,,,175.0,175.0,,
Inf Agent Detec Nuc Ac Nos Qnt,87799,CPT,,,636.95,636.95,,
Hla Class Ii Typing Low Res,81375,CPT,,,2401.0,2401.0,,
Fibrin-D-Dimer Quant,85379,CPT,,,324.27,324.27,,
Chlamydia. Pneumonia (Igg),86631,CPT,,,177.71,177.71,,
Chlamydia. Pneumonia (Igm),86632,CPT,,,155.33,155.33,,
Chlamydia Pneumoniae (Iga),86631,CPT,,,177.71,177.71,,
C Trachomatis Igg,86631,CPT,,,177.71,177.71,,
Dhea-S,82627,CPT,,,240.9,240.9,,
C Pneumoniae Igg,86631,CPT,,,177.71,177.71,,
C Psittaci Igg,86631,CPT,,,177.71,177.71,,
Chlamydia Antibodies Igg,86631,CPT,,,177.71,177.71,,
C Trachomatis Igm,86632,CPT,,,155.33,155.33,,
Blood Smr W/ Man Diff Wbc Cnt,85007,CPT,,,81.98,81.98,,
C Pneumoniae Igm,86632,CPT,,,155.33,155.33,,
C Psittaci Igm,86632,CPT,,,155.33,155.33,,
Digitoxin,80299,CPT,,,317.47,317.47,,
Digoxin,80162,CPT,,,273.66,273.66,,
Digoxin Free,80163,CPT,,,453.0,453.0,,
Dilantin (Phenytoin-Total),80185,CPT,,,295.86,295.86,,
Free Dilantin,80186,CPT,,,197.74,197.74,,
Alcohols Screening,80320,CPT,,,275.39,275.39,,
Electrolyte Panel,80051,CPT,,,476.78,476.78,,
Electrophoresis Hemogloblin,83020,CPT,,,240.11,240.11,,
Erythropoietin,82668,CPT,,,278.23,278.23,,
Estradiol,82670,CPT,,,332.8,332.8,,
Estriol,82677,CPT,,,196.52,196.52,,
"Fecal Fat, Qualitative",82705,CPT,,,90.78,90.78,,
Fecal Hgb Immunoassay,82274,CPT,,,159.52,159.52,,
Fdp (Fsp),85362,CPT,,,277.81,277.81,,
Ferritin,82728,CPT,,,327.68,327.68,,
Fibrinogen,85384,CPT,,,259.66,259.66,,
Folic Acid,82746,CPT,,,337.57,337.57,,
Fdp (Fsp) Paracoagulation,85366,CPT,,,189.4,189.4,,
Treponema Pallidum,86780,CPT,,,160.7,160.7,,
Wet Mount Smear,87210,CPT,,,155.19,155.19,,
Gamma Gt (Ggt),82977,CPT,,,174.51,174.51,,
Gastrin,82941,CPT,,,213.63,213.63,,
Gentamicin,80170,CPT,,,287.02,287.02,,
Hla Ab Cl1 Hi-1,86832,CPT,,,1030.19,1030.19,,
Hla Ab Cl2 Hi-3,86833,CPT,,,973.04,973.04,,
Glucagon,82943,CPT,,,130.8,130.8,,
"Glucose Blood, Reagent Strip",82948,CPT,,,42.32,42.32,,
Glucose Tol - 3 Specimens,82951,CPT,,,206.66,206.66,,
"Glucose Tol, Each Add Spec",82952,CPT,,,86.76,86.76,,
Glycohemoglobin  (Hgb A1),83036,CPT,,,186.65,186.65,,
Gonorrhea Dna Probe,87800,CPT,,,446.57,446.57,,
Gram/Giesma Smear,87205,CPT,,,140.96,140.96,,
Post Glucose Dose (Gtt),82950,CPT,,,95.09,95.09,,
Haptoglobin,83010,CPT,,,256.37,256.37,,
Hcg Qual Urine,84703,CPT,,,260.37,260.37,,
Helicobacter Pylori Ab,86677,CPT,,,223.56,223.56,,
H.Pylori Non-Radio Iso,83013,CPT,,,424.55,424.55,,
Hematocrit,85014,CPT,,,84.48,84.48,,
"Cbc, Auto W/O Diff",85027,CPT,,,248.11,248.11,,
Hemosiderin,83070,CPT,,,61.5,61.5,,
Hepatitis A Antibody,86708,CPT,,,210.5,210.5,,
Hepatitis A Antibody Igm,86709,CPT,,,222.49,222.49,,
Hepatitis B Surface Ab,86706,CPT,,,316.11,316.11,,
Hepatitis Be Antibody,86707,CPT,,,178.41,178.41,,
Hepatitis B Surface Ag (Hbsag),87340,CPT,,,297.31,297.31,,
Hepatitis B Core Antibody,86704,CPT,,,361.36,361.36,,
Hep B Surf Ag (Hbsag) Neutrlzn,87341,CPT,,,234.9,234.9,,
"Hepatitis Be Antigen, Eia",87350,CPT,,,170.63,170.63,,
Hep B Surf Antibody Qualitativ,86706,CPT,,,316.11,316.11,,
Hep B Surf Antibody Quant,86317,CPT,,,262.34,262.34,,
Hepatitis C Ab,86803,CPT,,,289.68,289.68,,
Hepatitis C Amp. Probe Tech,87521,CPT,,,749.82,749.82,,
"Hepatitis C Ab, Confirm",86804,CPT,,,329.5,329.5,,
Hepatitis Panel (Acute),80074,CPT,,,747.41,747.41,,
Hepatitis Delta Virus Ab,86692,CPT,,,183.29,183.29,,
Russell Viper Vnm Time-Dil,85613,CPT,,,213.05,213.05,,
Culture Herpes,87254,CPT,,,187.95,187.95,,
Hiv-1 Antibody,86701,CPT,,,160.59,160.59,,
Herpes Simplex Type 2 Aby,86696,CPT,,,195.8,195.8,,
T-Cells-Cd4Count,86361,CPT,,,328.79,328.79,,
Protozoa Ab,86753,CPT,,,195.43,195.43,,
"Hiv Viral Load, Quant (Dna)",87536,CPT,,,808.7,808.7,,
"Hla A,B,C Typing",86813,CPT,,,942.08,942.08,,
Hydroxyproline Urine (Free),83500,CPT,,,96.0,96.0,,
Immunoelec Serum,86334,CPT,,,313.47,313.47,,
Immunoelec Fluids,86325,CPT,,,298.41,298.41,,
Insulin,83525,CPT,,,172.86,172.86,,
Aspergillus,87305,CPT,,,278.51,278.51,,
Galactomannan Antigen,87305,CPT,,,278.51,278.51,,
"Iron,Serum,Chemical",83540,CPT,,,180.26,180.26,,
Iron Binding Capacity,83550,CPT,,,219.12,219.12,,
"Ketones (Acetone),Qual",82009,CPT,,,101.82,101.82,,
"Ketosteroids 17, Total",83586,CPT,,,81.48,81.48,,
Lactic Acid,83605,CPT,,,233.97,233.97,,
Lamictal/Lamotrigine,80175,CPT,,,198.52,198.52,,
Ldh,83615,CPT,,,192.14,192.14,,
Ldh Isoenzymes,83625,CPT,,,160.32,160.32,,
Culture Legionella,87081,CPT,,,214.17,214.17,,
Legionella Ag-Dfa,87278,CPT,,,288.66,288.66,,
Legionella Titer,86713,CPT,,,406.61,406.61,,
Leukocyte Alk.Phos,85540,CPT,,,392.5,392.5,,
Luteinizing Hormone,83002,CPT,,,279.07,279.07,,
Lidocaine,80176,CPT,,,255.22,255.22,,
Lipase,83690,CPT,,,227.09,227.09,,
Prograf Level (Tacrolimus),80197,CPT,,,384.7,384.7,,
Lipoprotein Electrophoresis,83700,CPT,,,190.83,190.83,,
Lithium,80178,CPT,,,213.73,213.73,,
Hepatic Function Panel,80076,CPT,,,404.67,404.67,,
Lyme Disease Titer,86618,CPT,,,249.62,249.62,,
Magnesium,83735,CPT,,,211.63,211.63,,
Microalbumin Urine Quant,82043,CPT,,,146.01,146.01,,
"Cytogenetics, 20-25 Cells",88264,CPT,,,862.33,862.33,,
Heterophile Antibody Screen,86308,CPT,,,184.65,184.65,,
Fluorescent Ab Screen,86255,CPT,,,328.49,328.49,,
"Occult Blood, Fecal",82270,CPT,,,111.79,111.79,,
"Ouchterlony Gel Diffusion, Ea",86331,CPT,,,139.51,139.51,,
Osmolality Serum,83930,CPT,,,190.65,190.65,,
Osmolality Urine,83935,CPT,,,180.49,180.49,,
Ova And Parasites,87177,CPT,,,212.71,212.71,,
Parietal Cell Antibody,86255,CPT,,,328.49,328.49,,
"Phenobarbital, Quant",80184,CPT,,,238.14,238.14,,
"Sodium, Urine",84300,CPT,,,140.86,140.86,,
"Chloride, Urine",82436,CPT,,,132.68,132.68,,
"Ph,Other Body Fluids",83986,CPT,,,105.52,105.52,,
Phosphorous Serum,84100,CPT,,,156.53,156.53,,
Pku,84030,CPT,,,95.0,95.0,,
Topumax-Topiramate,80201,CPT,,,249.36,249.36,,
Gliadin Antibodies,83516,CPT,,,223.52,223.52,,
Potassium Serum,84132,CPT,,,151.14,151.14,,
Potassium Urine,84133,CPT,,,144.28,144.28,,
