Kindred Hospital Tarrant County - Arlington,Pic Line Insertion,36569,CPT,Unnamed: 4,Unnamed: 5,2909.0,Unnamed: 7,2909.0.1,Unnamed: 9,Unnamed: 10,Unnamed: 11,True,2025-04-21 07:48:50.948926,2025-04-21 07:48:50.948933,hospital_name,is_active,created_at,updated_at
Kindred Hospital Tarrant County - Arlington,Insulin,83525,CPT,,,10.11,,10.11,,,,True,2025-04-21 07:48:51.661281,2025-04-21 07:48:51.661283,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Galactomannan Antigen,87305,CPT,,,165.0,,165.0,,,,True,2025-04-21 07:48:51.661449,2025-04-21 07:48:51.661450,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,"Iron,Serum,Chemical",83540,CPT,,,6.75,,6.75,,,,True,2025-04-21 07:48:51.661659,2025-04-21 07:48:51.661661,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Iron Binding Capacity,83550,CPT,,,8.55,,8.55,,,,True,2025-04-21 07:48:51.661848,2025-04-21 07:48:51.661850,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Lactic Acid,83605,CPT,,,482.0,,482.0,,,,True,2025-04-21 07:48:51.662009,2025-04-21 07:48:51.662011,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Ldh,83615,CPT,,,6.0,,6.0,,,,True,2025-04-21 07:48:51.662260,2025-04-21 07:48:51.662262,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Lidocaine,80176,CPT,,,39.57,,39.57,,,,True,2025-04-21 07:48:51.662479,2025-04-21 07:48:51.662485,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Lipase,83690,CPT,,,10.38,,10.38,,,,True,2025-04-21 07:48:51.662884,2025-04-21 07:48:51.662887,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Prograf Level (Tacrolimus),80197,CPT,,,88.14,,88.14,,,,True,2025-04-21 07:48:51.663155,2025-04-21 07:48:51.663158,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Lithium,80178,CPT,,,26.65,,26.65,,,,True,2025-04-21 07:48:51.664696,2025-04-21 07:48:51.664699,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Hepatic Function Panel,80076,CPT,,,22.05,,22.05,,,,True,2025-04-21 07:48:51.665039,2025-04-21 07:48:51.665040,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Magnesium,83735,CPT,,,72.45,,72.45,,,,True,2025-04-21 07:48:51.665304,2025-04-21 07:48:51.665307,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Microalbumin Urine Quant,82043,CPT,,,115.48,,115.48,,,,True,2025-04-21 07:48:51.665686,2025-04-21 07:48:51.665690,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Osmolality Serum,83930,CPT,,,105.49,,105.49,,,,True,2025-04-21 07:48:51.665953,2025-04-21 07:48:51.665954,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Osmolality Urine,83935,CPT,,,112.15,,112.15,,,,True,2025-04-21 07:48:51.666152,2025-04-21 07:48:51.666156,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Ova And Parasites,87177,CPT,,,156.56,,156.56,,,,True,2025-04-21 07:48:51.666476,2025-04-21 07:48:51.666478,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,"Phenobarbital, Quant",80184,CPT,,,143.24,,143.24,,,,True,2025-04-21 07:48:51.666660,2025-04-21 07:48:51.666662,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,"Sodium, Urine",84300,CPT,,,6.0,,6.0,,,,True,2025-04-21 07:48:51.666832,2025-04-21 07:48:51.666833,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,"Chloride, Urine",82436,CPT,,,82.17,,82.17,,,,True,2025-04-21 07:48:51.667271,2025-04-21 07:48:51.667275,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,"Ph,Other Body Fluids",83986,CPT,,,25.23,,25.23,,,,True,2025-04-21 07:48:51.668506,2025-04-21 07:48:51.668508,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Phosphorous Serum,84100,CPT,,,58.8,,58.8,,,,True,2025-04-21 07:48:51.668965,2025-04-21 07:48:51.668967,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Potassium Serum,84132,CPT,,,6.75,,6.75,,,,True,2025-04-21 07:48:51.669712,2025-04-21 07:48:51.669713,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Potassium Urine,84133,CPT,,,62.39,,62.39,,,,True,2025-04-21 07:48:51.669924,2025-04-21 07:48:51.669925,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Prealbumin,84134,CPT,,,22.05,,22.05,,,,True,2025-04-21 07:48:51.670026,2025-04-21 07:48:51.670027,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Prostate Specific Atg (Total),84153,CPT,,,210.97,,210.97,,,,True,2025-04-21 07:48:51.670385,2025-04-21 07:48:51.670387,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Protein Total,84155,CPT,,,9.99,,9.99,,,,True,2025-04-21 07:48:51.670533,2025-04-21 07:48:51.670534,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,"Protein, Total, Other Source",84157,CPT,,,176.6,,176.6,,,,True,2025-04-21 07:48:51.670660,2025-04-21 07:48:51.670661,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Protein Electrophoresis,84165,CPT,,,17.73,,17.73,,,,True,2025-04-21 07:48:51.670985,2025-04-21 07:48:51.670989,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Prothrombin Time,85610,CPT,,,7.08,,7.08,,,,True,2025-04-21 07:48:51.671374,2025-04-21 07:48:51.671375,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Parathyroid Hormones Intact,83970,CPT,,,14.4,,14.4,,,,True,2025-04-21 07:48:51.671482,2025-04-21 07:48:51.671483,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Parathyroid Hormone,83970,CPT,,,347.55,,347.55,,,,True,2025-04-21 07:48:51.671641,2025-04-21 07:48:51.671643,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Ptt,85730,CPT,,,70.35,,70.35,,,,True,2025-04-21 07:48:51.671869,2025-04-21 07:48:51.671873,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Cmv By Pcr,87496,CPT,,,620.7,,620.7,,,,True,2025-04-21 07:48:51.672181,2025-04-21 07:48:51.672183,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Rapamycin (Sirolimus),80195,CPT,,,50.58,,50.58,,,,True,2025-04-21 07:48:51.672363,2025-04-21 07:48:51.672365,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,"Rbc Count, Auto",85041,CPT,,,11.01,,11.01,,,,True,2025-04-21 07:48:51.672549,2025-04-21 07:48:51.672551,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Renin-Plasma,84244,CPT,,,232.07,,232.07,,,,True,2025-04-21 07:48:51.672839,2025-04-21 07:48:51.672841,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,"Rheumatoid Factor, Qual",86430,CPT,,,118.81,,118.81,,,,True,2025-04-21 07:48:51.675438,2025-04-21 07:48:51.675446,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Sensitivity (Mic),87186,CPT,,,152.25,,152.25,,,,True,2025-04-21 07:48:51.675870,2025-04-21 07:48:51.675874,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Chalmydophilia Pneumoniae,87486,CPT,,,285.0,,285.0,,,,True,2025-04-21 07:48:51.676126,2025-04-21 07:48:51.676128,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Mycoplasma Pneumoniae,87581,CPT,,,562.02,,562.02,,,,True,2025-04-21 07:48:51.676438,2025-04-21 07:48:51.676441,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Sodium Serum,84295,CPT,,,6.75,,6.75,,,,True,2025-04-21 07:48:51.678098,2025-04-21 07:48:51.678101,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Influenza Ab Pcr,87502,CPT,,,333.64,,333.64,,,,True,2025-04-21 07:48:51.681958,2025-04-21 07:48:51.681970,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Reticulocyte (Auto),85045,CPT,,,82.17,,82.17,,,,True,2025-04-21 07:48:51.682565,2025-04-21 07:48:51.682567,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,"Leukocyte Count, Fecal",89055,CPT,,,16.83,,16.83,,,,True,2025-04-21 07:48:51.682721,2025-04-21 07:48:51.682725,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Strep A Screen (Eia),87430,CPT,,,63.54,,63.54,,,,True,2025-04-21 07:48:51.682816,2025-04-21 07:48:51.682817,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,T3 Free,84481,CPT,,,355.32,,355.32,,,,True,2025-04-21 07:48:51.684127,2025-04-21 07:48:51.684129,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,T-3 Uptake,84479,CPT,,,6.75,,6.75,,,,True,2025-04-21 07:48:51.685649,2025-04-21 07:48:51.685651,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,T3 Total,84480,CPT,,,163.23,,163.23,,,,True,2025-04-21 07:48:51.686812,2025-04-21 07:48:51.686813,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,T-4 Total (Thyroxine),84436,CPT,,,13.5,,13.5,,,,True,2025-04-21 07:48:51.686942,2025-04-21 07:48:51.686943,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Tegretol-Total,80156,CPT,,,6.75,,6.75,,,,True,2025-04-21 07:48:51.687042,2025-04-21 07:48:51.687043,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Theophylline,80198,CPT,,,15.0,,15.0,,,,True,2025-04-21 07:48:51.687202,2025-04-21 07:48:51.687209,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Thrombin Time,85670,CPT,,,24.0,,24.0,,,,True,2025-04-21 07:48:51.687593,2025-04-21 07:48:51.687594,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Tobramycin,80200,CPT,,,15.0,,15.0,,,,True,2025-04-21 07:48:51.687719,2025-04-21 07:48:51.687720,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Transferrin Serum,84466,CPT,,,175.44,,175.44,,,,True,2025-04-21 07:48:51.687864,2025-04-21 07:48:51.687865,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Triglycerides,84478,CPT,,,6.0,,6.0,,,,True,2025-04-21 07:48:51.688337,2025-04-21 07:48:51.688338,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Troponin (Quantitative),84484,CPT,,,61.08,,61.08,,,,True,2025-04-21 07:48:51.688559,2025-04-21 07:48:51.688563,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Troponin T (Quantitative),84484,CPT,,,61.08,,61.08,,,,True,2025-04-21 07:48:51.689007,2025-04-21 07:48:51.689015,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Tsh,84443,CPT,,,24.63,,24.63,,,,True,2025-04-21 07:48:51.689369,2025-04-21 07:48:51.689374,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,"Uric Acid, Blood",84550,CPT,,,6.0,,6.0,,,,True,2025-04-21 07:48:51.689529,2025-04-21 07:48:51.689531,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,"Vitamin D, 25 Hydroxy",82306,CPT,,,425.27,,425.27,,,,True,2025-04-21 07:48:51.689646,2025-04-21 07:48:51.689647,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Urinalysis Auto W/O Micro,81003,CPT,,,64.05,,64.05,,,,True,2025-04-21 07:48:51.691450,2025-04-21 07:48:51.691456,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Urinalysis Auto W/Microscopic,81001,CPT,,,9.45,,9.45,,,,True,2025-04-21 07:48:51.691884,2025-04-21 07:48:51.691887,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Urea Nitrogen (Urine),84540,CPT,,,86.61,,86.61,,,,True,2025-04-21 07:48:51.693690,2025-04-21 07:48:51.693695,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Valproic Acid,80164,CPT,,,357.54,,357.54,,,,True,2025-04-21 07:48:51.694109,2025-04-21 07:48:51.694111,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Valproic Acid Free,80165,CPT,,,147.68,,147.68,,,,True,2025-04-21 07:48:51.694281,2025-04-21 07:48:51.694283,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Vancomycin,80202,CPT,,,171.15,,171.15,,,,True,2025-04-21 07:48:51.694450,2025-04-21 07:48:51.694451,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Fungitell Qual/Semiqnt,87449,CPT,,,43.98,,43.98,,,,True,2025-04-21 07:48:51.694650,2025-04-21 07:48:51.694651,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Vitamin B1 (Thiamine),84425,CPT,,,180.99,,180.99,,,,True,2025-04-21 07:48:51.695859,2025-04-21 07:48:51.695864,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Vitamin B-12,82607,CPT,,,8.55,,8.55,,,,True,2025-04-21 07:48:51.696206,2025-04-21 07:48:51.696210,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Zinc,84630,CPT,,,12.84,,12.84,,,,True,2025-04-21 07:48:51.696508,2025-04-21 07:48:51.696511,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Acid Fast Bacilli Culture,87116,CPT,,,42.0,,42.0,,,,True,2025-04-21 07:48:51.697115,2025-04-21 07:48:51.697117,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,"Calcium, Urine",82340,CPT,,,6.0,,6.0,,,,True,2025-04-21 07:48:51.698249,2025-04-21 07:48:51.698252,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Chemilumines,82397,CPT,,,43.98,,43.98,,,,True,2025-04-21 07:48:51.698545,2025-04-21 07:48:51.698550,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Ck-Mb Panel,82553,CPT,,,67.44,,67.44,,,,True,2025-04-21 07:48:51.698929,2025-04-21 07:48:51.698930,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Culture Fluid/Other (Non Csf),87070,CPT,,,28.8,,28.8,,,,True,2025-04-21 07:48:51.700585,2025-04-21 07:48:51.700587,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,T4 Free (Thyroxine),84439,CPT,,,7.32,,7.32,,,,True,2025-04-21 07:48:51.700726,2025-04-21 07:48:51.700727,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,G6-Pd,82955,CPT,,,11.01,,11.01,,,,True,2025-04-21 07:48:51.700824,2025-04-21 07:48:51.700825,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Herpes Simplex Type 1 Aby,86695,CPT,,,178.77,,178.77,,,,True,2025-04-21 07:48:51.701040,2025-04-21 07:48:51.701041,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Gammaglobulin Igg,82784,CPT,,,12.0,,12.0,,,,True,2025-04-21 07:48:51.701241,2025-04-21 07:48:51.701245,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Gammaglobulin Iga,82784,CPT,,,12.0,,12.0,,,,True,2025-04-21 07:48:51.701618,2025-04-21 07:48:51.701619,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Myoglobin,83874,CPT,,,254.28,,254.28,,,,True,2025-04-21 07:48:51.701787,2025-04-21 07:48:51.701790,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,"Vitamin D, 1, 25-Dihydroxy",82652,CPT,,,404.18,,404.18,,,,True,2025-04-21 07:48:51.702069,2025-04-21 07:48:51.702072,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Procainamide,80190,CPT,,,36.12,,36.12,,,,True,2025-04-21 07:48:51.702420,2025-04-21 07:48:51.702423,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Toxoplasm Ab (Igg),86777,CPT,,,47.61,,47.61,,,,True,2025-04-21 07:48:51.702859,2025-04-21 07:48:51.702860,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Toxoplasm Ab (Igm),86778,CPT,,,248.0,,248.0,,,,True,2025-04-21 07:48:51.703054,2025-04-21 07:48:51.703055,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Urine Volume Measurement,81050,CPT,,,37.76,,37.76,,,,True,2025-04-21 07:48:51.703591,2025-04-21 07:48:51.703593,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,5 Hiaa,83497,CPT,,,38.7,,38.7,,,,True,2025-04-21 07:48:51.703770,2025-04-21 07:48:51.703772,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Respiratory Virus 12-25 Targ,87633,CPT,,,450.0,,450.0,,,,True,2025-04-21 07:48:51.704305,2025-04-21 07:48:51.704306,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Hemoglobin,85018,CPT,,,7.32,,7.32,,,,True,2025-04-21 07:48:51.704417,2025-04-21 07:48:51.704419,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Sed Rate (Manual),85651,CPT,,,114.45,,114.45,,,,True,2025-04-21 07:48:51.704520,2025-04-21 07:48:51.704521,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Occult Blood- Other Sources,82271,CPT,,,55.52,,55.52,,,,True,2025-04-21 07:48:51.704612,2025-04-21 07:48:51.704613,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Fungus/Yeast Identification,87106,CPT,,,195.0,,195.0,,,,True,2025-04-21 07:48:51.704833,2025-04-21 07:48:51.704834,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Eos Smear (Urine),87205,CPT,,,98.82,,98.82,,,,True,2025-04-21 07:48:51.704957,2025-04-21 07:48:51.704958,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Heparin Induced Antibody,86022,CPT,,,647.35,,647.35,,,,True,2025-04-21 07:48:51.705099,2025-04-21 07:48:51.705100,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,"Albumin, Fluid",82042,CPT,,,22.62,,22.62,,,,True,2025-04-21 07:48:51.705198,2025-04-21 07:48:51.705199,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Protein-Electrophor-Serum,84165,CPT,,,177.66,,177.66,,,,True,2025-04-21 07:48:51.705389,2025-04-21 07:48:51.705392,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Protein-Electrophor-Oth Fluid,84166,CPT,,,108.0,,108.0,,,,True,2025-04-21 07:48:51.705881,2025-04-21 07:48:51.705883,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Immunofix Electrophor-Serum,86334,CPT,,,210.97,,210.97,,,,True,2025-04-21 07:48:51.706105,2025-04-21 07:48:51.706106,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Immunofix Electrophor-Fluid,86335,CPT,,,108.0,,108.0,,,,True,2025-04-21 07:48:51.706238,2025-04-21 07:48:51.706239,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Column Chromatog/Mass Spect Qt,82542,CPT,,,645.0,,645.0,,,,True,2025-04-21 07:48:51.706365,2025-04-21 07:48:51.706366,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Anti Proteinase-3,86255,CPT,,,264.27,,264.27,,,,True,2025-04-21 07:48:51.706493,2025-04-21 07:48:51.706496,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Vitamin B6 Level,84207,CPT,,,208.75,,208.75,,,,True,2025-04-21 07:48:51.706706,2025-04-21 07:48:51.706709,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Vitamin C (Ascorbic Acid),82180,CPT,,,91.05,,91.05,,,,True,2025-04-21 07:48:51.706962,2025-04-21 07:48:51.706965,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Vitamin A Level,84590,CPT,,,123.25,,123.25,,,,True,2025-04-21 07:48:51.707192,2025-04-21 07:48:51.707197,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Culture- Tissue,87070,CPT,,,672.89,,672.89,,,,True,2025-04-21 07:48:51.707615,2025-04-21 07:48:51.707616,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Culture- Respiratory,87070,CPT,,,195.3,,195.3,,,,True,2025-04-21 07:48:51.707813,2025-04-21 07:48:51.707814,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Culture Yeast Only,87101,CPT,,,28.92,,28.92,,,,True,2025-04-21 07:48:51.707932,2025-04-21 07:48:51.707933,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Thromboplastin Substitution,85732,CPT,,,30.0,,30.0,,,,True,2025-04-21 07:48:51.708042,2025-04-21 07:48:51.708043,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
Kindred Hospital Tarrant County - Arlington,Fluorescent Antibody Titer,86256,CPT,,,102.9,,102.9,,,,True,2025-04-21 07:48:51.708174,2025-04-21 07:48:51.708175,hospital_name,True,2025-04-21 07:49:13.176241,2025-04-21 07:49:13.176241
